escenario,replica,t_segundos,G,N,K,corral
0,0,4380.0,72,10,100,2
0,0,4385.0,72,10,100,2
0,0,4390.0,72,10,100,2
0,0,4395.0,72,10,100,2
0,0,4400.0,73,10,100,2
0,0,4405.0,73,10,100,2
0,0,4410.0,73,10,100,2
0,0,4415.0,73,10,100,2
0,0,4420.0,73,10,100,2
0,0,4425.0,73,10,100,2
0,0,4430.0,73,10,100,2
0,0,4435.0,74,10,100,2
